Chrome	r5.49Start	r5.49Stop	DistBetween	LengthGene1	LengthGene2
2L	6271024	6271468	6534	933	444
2L	6308819	6309475	37351	444	656
2L	6323767	6332789	14292	656	9022
2L	6332881	6338671	92	9022	5790
2L	6338836	6346280	165	5790	7444
2L	6346430	6348427	150	7444	1997
2L	6349393	6351034	966	1997	1641
2L	6352324	6354331	1290	1641	2007
2L	6354956	6356498	625	2007	1542
2L	6357251	6358235	753	1542	984
2L	6367884	6370195	9649	984	2311
2L	6372415	6377287	2220	2311	4872
2L	6377767	6411306	480	4872	33539
2L	6381266	6383421	0	33539	2155
2L	6383545	6385512	124	2155	1967
2L	6395853	6397249	10341	1967	1396
2L	6412315	6415344	15066	1396	3029
2L	6415257	6423308	0	3029	8051
2L	6424337	6426373	1029	8051	2036
2L	6445070	6448503	18697	2036	3433
2L	6448806	6455934	303	3433	7128
2L	6456035	6459008	101	7128	2973
2L	6459015	6465669	7	2973	6654
2L	6466217	6467700	548	6654	1483
2L	6468538	6473919	838	1483	5381
2L	6474438	6476972	519	5381	2534
2L	6477182	6480489	210	2534	3307
2L	6480956	6487585	467	3307	6629
2L	6487562	6488615	0	6629	1053
2L	6489092	6490195	477	1053	1103
2L	6490151	6490828	0	1103	677
2L	6491122	6496986	294	677	5864
2L	6492972	6494527	0	5864	1555
2L	6497053	6498455	2526	1555	1402
2L	6498642	6526996	187	1402	28354
2L	6527447	6546972	451	28354	19525
2L	6555811	6557359	8839	19525	1548
2L	6557800	6559308	441	1548	1508
2L	6559431	6560133	123	1508	702
2L	6560131	6561660	0	702	1529
2L	6562318	6564396	658	1529	2078
2L	6564363	6566587	0	2078	2224
2L	6568390	6601066	1803	2224	32676
2L	6611023	6617117	9957	32676	6094
2L	6617134	6621700	17	6094	4566
2L	6623123	6625359	1423	4566	2236
2L	6625138	6632407	0	2236	7269
2L	6632798	6649114	391	7269	16316
2L	6649388	6654574	274	16316	5186
2L	6654760	6656321	186	5186	1561
2L	6656459	6657879	138	1561	1420
2L	6658507	6662033	628	1420	3526
2L	6662061	6663612	28	3526	1551
2L	6663968	6674780	356	1551	10812
2L	6666264	6668033	0	10812	1769
2L	6671065	6673347	3032	1769	2282
2L	6674682	6676635	1335	2282	1953
2L	6676649	6677625	14	1953	976
2L	6677835	6684364	210	976	6529
2L	6684842	6686712	478	6529	1870
2L	6686791	6709086	79	1870	22295
2L	6711286	6716186	2200	22295	4900
2L	6717625	6719389	1439	4900	1764
2L	6719394	6723359	5	1764	3965
2L	6723903	6732766	544	3965	8863
2L	6732866	6736149	100	8863	3283
2L	6736364	6740188	215	3283	3824
2L	6742502	6756133	2314	3824	13631
2L	6744663	6745622	0	13631	959
2L	6757864	6759628	12242	959	1764
2L	6759829	6772609	201	1764	12780
2L	6774041	6778444	1432	12780	4403
2L	6778555	6786861	111	4403	8306
2L	6789770	6798862	2909	8306	9092
2L	6799946	6800834	1084	9092	888
2L	6801378	6802789	544	888	1411
2L	6803011	6804372	222	1411	1361
2L	6804324	6805792	0	1361	1468
2L	6822317	6838995	16525	1468	16678
2L	6852324	6853876	13329	16678	1552
2L	6854170	6860864	294	1552	6694
2L	6860903	6870387	39	6694	9484
2L	6874900	6906658	4513	9484	31758
2L	6906666	6907844	8	31758	1178
2L	6908083	6911423	239	1178	3340
2L	6911090	6914138	0	3340	3048
2L	6914300	6920210	162	3048	5910
2L	6915581	6916445	0	5910	864
2L	6916753	6918743	308	864	1990
2L	6920704	6932057	1961	1990	11353
2L	6932545	6942814	488	11353	10269
2L	6943178	6945289	364	10269	2111
2L	6945464	6948808	175	2111	3344
2L	6949310	6950207	502	3344	897
2L	6950440	6954590	233	897	4150
2L	6954585	6956872	0	4150	2287
2L	6957010	6959104	138	2287	2094
2L	6959099	6960285	0	2094	1186
2L	6960426	6961552	141	1186	1126
2L	6961516	6964074	0	1126	2558
2L	6964421	6965812	347	2558	1391
2L	6966780	6967644	968	1391	864
2L	6968711	6971737	1067	864	3026
2L	6972828	7010312	1091	3026	37484
2L	7012262	7012803	1950	37484	541
2L	7013396	7014737	593	541	1341
2L	7014623	7023940	0	1341	9317
2L	7021682	7022470	0	9317	788
2L	7024825	7027296	2355	788	2471
2L	7027526	7028959	230	2471	1433
2L	7030493	7032606	1534	1433	2113
2L	7032721	7037878	115	2113	5157
2L	7037823	7056010	0	5157	18187
2L	7056301	7063586	291	18187	7285
2L	7059318	7060851	0	7285	1533
2L	7063986	7064467	3135	1533	481
2L	7064431	7065837	0	481	1406
2L	7067983	7069546	2146	1406	1563
2L	7069578	7084634	32	1563	15056
2L	7099692	7156701	15058	15056	57009
2L	7182236	7185530	25535	57009	3294
2L	7185461	7188068	0	3294	2607
2L	7190431	7194588	2363	2607	4157
2L	7194908	7204264	320	4157	9356
2L	7204798	7220029	534	9356	15231
2L	7220369	7223081	340	15231	2712
2L	7223328	7249343	247	2712	26015
2L	7250607	7252982	1264	26015	2375
2L	7255419	7277168	2437	2375	21749
2L	7257512	7258205	0	21749	693
2L	7307161	7316265	48956	693	9104
2L	7333714	7352542	17449	9104	18828
2L	7364510	7377528	11968	18828	13018
2L	7377702	7384344	174	13018	6642
2L	7384486	7388253	142	6642	3767
2L	7388508	7390902	255	3767	2394
2L	7390984	7398750	82	2394	7766
2L	7401335	7404526	2585	7766	3191
2L	7405227	7408600	701	3191	3373
2L	7408533	7409809	0	3373	1276
2L	7410909	7412229	1100	1276	1320
2L	7412417	7422736	188	1320	10319
2L	7426866	7430329	4130	10319	3463
2L	7430530	7433516	201	3463	2986
2L	7437492	7445883	3976	2986	8391
2L	7445355	7451167	0	8391	5812
2L	7452520	7454212	1353	5812	1692
2L	7454826	7462247	614	1692	7421
2L	7466543	7472493	4296	7421	5950
2L	7472513	7496307	20	5950	23794
2L	7474704	7476952	0	23794	2248
2L	7496791	7497365	19839	2248	574
2L	7497805	7578680	440	574	80875
2L	7581924	7583333	3244	80875	1409
2L	7605600	7607701	22267	1409	2101
2L	7608389	7616533	688	2101	8144
2L	7642005	7675078	25472	8144	33073
2L	7666047	7689459	0	33073	23412
2L	7689311	7691061	0	23412	1750
2L	7691109	7692683	48	1750	1574
2L	7693727	7701601	1044	1574	7874
2L	7702807	7710697	1206	7874	7890
2L	7711020	7714032	323	7890	3012
2L	7714069	7716645	37	3012	2576
2L	7716972	7719487	327	2576	2515
2L	7719847	7722823	360	2515	2976
2L	7723310	7726298	487	2976	2988
2L	7727150	7732668	852	2988	5518
2L	7740552	7741542	7884	5518	990
2L	7743677	7744841	2135	990	1164
2L	7747343	7747874	2502	1164	531
2L	7752168	7753156	4294	531	988
2L	7754191	7765716	1035	988	11525
2L	7756317	7756934	0	11525	617
2L	7767649	7775033	10715	617	7384
2L	7775804	7778027	771	7384	2223
2L	7780085	7781415	2058	2223	1330
2L	7781503	7782627	88	1330	1124
2L	7782857	7786063	230	1124	3206
2L	7786157	7790557	94	3206	4400
2L	7791406	7795958	849	4400	4552
2L	7796308	7799846	350	4552	3538
2L	7800167	7802008	321	3538	1841
2L	7802415	7810697	407	1841	8282
2L	7811440	7820771	743	8282	9331
2L	7821151	7825350	380	9331	4199
2L	7825347	7827246	0	4199	1899
2L	7827743	7832745	497	1899	5002
2L	7839874	7840332	7129	5002	458
2L	7840481	7841262	149	458	781
2L	7844905	7855255	3643	781	10350
2L	7857077	7858136	1822	10350	1059
2L	7857957	7860838	0	1059	2881
2L	7864639	7871432	3801	2881	6793
2L	7873495	7879550	2063	6793	6055
2L	7883468	7887489	3918	6055	4021
2L	7884932	7885425	0	4021	493
2L	7887693	7889129	2268	493	1436
2L	7889288	7890594	159	1436	1306
2L	7891310	7984196	716	1306	92886
2L	7983946	7986785	0	92886	2839
2L	7986786	7994184	1	2839	7398
2L	7994838	7998151	654	7398	3313
2L	7998934	7999743	783	3313	809
2L	7999670	8004313	0	809	4643
2L	8004548	8007253	235	4643	2705
2L	8008321	8009477	1068	2705	1156
2L	8009603	8010635	126	1156	1032
2L	8011405	8026898	770	1032	15493
2L	8026914	8039788	16	15493	12874
2L	8029462	8030565	0	12874	1103
2L	8030721	8040826	156	1103	10105
2L	8041106	8041879	280	10105	773
2L	8041880	8042859	1	773	979
2L	8043471	8054326	612	979	10855
2L	8054322	8071624	0	10855	17302
2L	8071812	8072848	188	17302	1036
2L	8072895	8073948	47	1036	1053
2L	8074117	8082982	169	1053	8865
2L	8083420	8116531	438	8865	33111
2L	8116965	8124010	434	33111	7045
2L	8124329	8125799	319	7045	1470
2L	8125668	8126890	0	1470	1222
2L	8127001	8133989	111	1222	6988
2L	8134247	8159575	258	6988	25328
2L	8145758	8158786	0	25328	13028
2L	8147611	8148356	0	13028	745
2L	8159832	8161800	11476	745	1968
2L	8161794	8162418	0	1968	624
2L	8163073	8190137	655	624	27064
2L	8190297	8190781	160	27064	484
2L	8190808	8196918	27	484	6110
2L	8197193	8198813	275	6110	1620
2L	8198882	8200652	69	1620	1770
2L	8200465	8205132	0	1770	4667
2L	8206171	8209637	1039	4667	3466
2L	8209626	8211122	0	3466	1496
2L	8211347	8211938	225	1496	591
2L	8212039	8212902	101	591	863
2L	8212959	8214135	57	863	1176
2L	8214045	8215239	0	1176	1194
2L	8215915	8216901	676	1194	986
2L	8216851	8218017	0	986	1166
2L	8218071	8220741	54	1166	2670
2L	8220980	8239878	239	2670	18898
2L	8240414	8241800	536	18898	1386
2L	8242632	8243426	832	1386	794
2L	8244160	8257502	734	794	13342
2L	8258755	8301079	1253	13342	42324
2L	8301345	8302985	266	42324	1640
2L	8303429	8305376	444	1640	1947
2L	8305586	8306741	210	1947	1155
2L	8306696	8308192	0	1155	1496
2L	8308427	8309961	235	1496	1534
2L	8309876	8311195	0	1534	1319
2L	8311399	8317011	204	1319	5612
2L	8316889	8319908	0	5612	3019
2L	8320328	8321285	420	3019	957
2L	8321280	8325262	0	957	3982
2L	8327456	8332911	2194	3982	5455
2L	8338287	8342056	5376	5455	3769
2L	8342695	8344378	639	3769	1683
2L	8346620	8350197	2242	1683	3577
2L	8352187	8355172	1990	3577	2985
2L	8355678	8362447	506	2985	6769
2L	8363699	8364609	1252	6769	910
2L	8364832	8365663	223	910	831
2L	8366009	8370082	346	831	4073
2L	8370513	8374250	431	4073	3737
2L	8374461	8375549	211	3737	1088
2L	8375502	8376797	0	1088	1295
2L	8377035	8378206	238	1295	1171
2L	8378262	8381764	56	1171	3502
2L	8381821	8382807	57	3502	986
2L	8382861	8383657	54	986	796
2L	8383612	8384137	0	796	525
2L	8384455	8388804	318	525	4349
2L	8388728	8389331	0	4349	603
2L	8389881	8392398	550	603	2517
2L	8392456	8393222	58	2517	766
2L	8393489	8394280	267	766	791
2L	8394446	8395122	166	791	676
2L	8395665	8396096	543	676	431
2L	8396713	8397886	617	431	1173
2L	8399044	8399972	1158	1173	928
2L	8400457	8401477	485	928	1020
2L	8401476	8403280	0	1020	1804
2L	8403575	8408853	295	1804	5278
2L	8408970	8411868	117	5278	2898
2L	8412144	8415256	276	2898	3112
2L	8415690	8430984	434	3112	15294
2L	8431086	8433598	102	15294	2512
2L	8434058	8437346	460	2512	3288
2L	8437411	8442352	65	3288	4941
2L	8437411	8442352	0	4941	4941
2L	8442447	8445660	95	4941	3213
2L	8445861	8449571	201	3213	3710
2L	8449691	8463990	120	3710	14299
2L	8464488	8466693	498	14299	2205
2L	8466830	8488671	137	2205	21841
2L	8477349	8478088	0	21841	739
2L	8488981	8490546	10893	739	1565
2L	8491868	8506845	1322	1565	14977
2L	8495108	8496307	0	14977	1199
2L	8509251	8511844	12944	1199	2593
2L	8512174	8514868	330	2593	2694
2L	8515096	8516755	228	2694	1659
2L	8516753	8517380	0	1659	627
2L	8517411	8519176	31	627	1765
2L	8519690	8521809	514	1765	2119
2L	8521933	8525740	124	2119	3807
2L	8524999	8528505	0	3807	3506
2L	8524999	8528505	0	3506	3506
2L	8529141	8541439	636	3506	12298
2L	8542147	8671917	708	12298	129770
2L	8672698	8676804	781	129770	4106
2L	8676777	8679812	0	4106	3035
2L	8681325	8684376	1513	3035	3051
2L	8684823	8685955	447	3051	1132
2L	8686231	8687052	276	1132	821
2L	8687226	8709611	174	821	22385
2L	8705572	8707527	0	22385	1955
2L	8709880	8740660	2353	1955	30780
2L	8752305	8753209	11645	30780	904
2L	8765361	8768708	12152	904	3347
2L	8769175	8772344	467	3347	3169
2L	8772948	8776257	604	3169	3309
2L	8777661	8781251	1404	3309	3590
2L	8781897	8782494	646	3590	597
2L	8809400	8810032	26906	597	632
2L	8825625	8829670	15593	632	4045
2L	8862776	8863743	33106	4045	967
2L	8863811	8864847	68	967	1036
2L	8864864	8865692	17	1036	828
2L	8865850	8866659	158	828	809
2L	8866767	8867686	108	809	919
2L	8891489	8892180	23803	919	691
2L	8898804	8933382	6624	691	34578
2L	8933964	8936096	582	34578	2132
2L	8937390	8939746	1294	2132	2356
2L	8939780	8943264	34	2356	3484
2L	8939780	8943264	0	3484	3484
2L	8943454	8951200	190	3484	7746
2L	8953481	8958977	2281	7746	5496
2L	8959255	8962354	278	5496	3099
2L	8962533	8964620	179	3099	2087
2L	8964982	8967035	362	2087	2053
2L	8967535	8970627	500	2053	3092
2L	8970520	8975428	0	3092	4908
2L	8977834	8984872	2406	4908	7038
2L	8980659	8981432	0	7038	773
2L	8985936	8989539	4504	773	3603
2L	8991967	8993632	2428	3603	1665
2L	8993818	8997379	186	1665	3561
2L	8994463	8995546	0	3561	1083
2L	8997605	8998544	2059	1083	939
2L	8998537	8999468	0	939	931
2L	9010586	9011358	11118	931	772
2L	9012193	9014149	835	772	1956
2L	9012885	9014070	0	1956	1185
2L	9024450	9025404	10380	1185	954
2L	9051631	9071162	26227	954	19531
2L	9077121	9077988	5959	19531	867
2L	9084107	9089440	6119	867	5333
2L	9097627	9098176	8187	5333	549
2L	9111814	9113285	13638	549	1471
2L	9125736	9163721	12451	1471	37985
2L	9164235	9165426	514	37985	1191
2L	9165421	9166514	0	1191	1093
2L	9166778	9250211	264	1093	83433
2L	9250088	9251042	0	83433	954
2L	9251472	9253118	430	954	1646
2L	9254076	9254854	958	1646	778
2L	9256563	9302494	1709	778	45931
2L	9327744	9330332	25250	45931	2588
2L	9330763	9331981	431	2588	1218
2L	9333567	9341925	1586	1218	8358
2L	9342832	9344777	907	8358	1945
2L	9350470	9350996	5693	1945	526
2L	9367640	9368434	16644	526	794
2L	9370309	9415156	1875	794	44847
2L	9387389	9391567	0	44847	4178
2L	9396999	9397988	5432	4178	989
2L	9416593	9426342	18605	989	9749
2L	9426860	9427835	518	9749	975
2L	9428771	9431029	936	975	2258
2L	9431405	9435341	376	2258	3936
2L	9435399	9436842	58	3936	1443
2L	9436804	9437227	0	1443	423
2L	9437469	9464184	242	423	26715
2L	9491176	9494796	26992	26715	3620
2L	9495474	9520696	678	3620	25222
2L	9521210	9540060	514	25222	18850
2L	9528515	9529648	0	18850	1133
2L	9540523	9542480	10875	1133	1957
2L	9542878	9543658	398	1957	780
2L	9544171	9544875	513	780	704
2L	9545811	9547424	936	704	1613
2L	9547720	9566750	296	1613	19030
2L	9568890	9573572	2140	19030	4682
2L	9573563	9576769	0	4682	3206
2L	9578555	9579638	1786	3206	1083
2L	9579498	9581745	0	1083	2247
2L	9589476	9591783	7731	2247	2307
2L	9598880	9600872	7097	2307	1992
2L	9608562	9612706	7690	1992	4144
2L	9613166	9616404	460	4144	3238
2L	9616469	9623109	65	3238	6640
2L	9624452	9625285	1343	6640	833
2L	9634179	9656026	8894	833	21847
2L	9656600	9657424	574	21847	824
2L	9682315	9699297	24891	824	16982
2L	9699791	9700459	494	16982	668
2L	9700810	9708883	351	668	8073
2L	9702442	9705954	0	8073	3512
2L	9708921	9711271	2967	3512	2350
2L	9711512	9746495	241	2350	34983
2L	9729940	9730945	0	34983	1005
2L	9736645	9737795	5700	1005	1150
2L	9747839	9750071	10044	1150	2232
2L	9758342	9762375	8271	2232	4033
2L	9762424	9763262	49	4033	838
2L	9763345	9765338	83	838	1993
2L	9765357	9770996	19	1993	5639
2L	9767058	9768727	0	5639	1669
2L	9769060	9770409	333	1669	1349
2L	9771155	9773044	746	1349	1889
2L	9773108	9775030	64	1889	1922
2L	9782384	9788499	7354	1922	6115
2L	9787279	9790745	0	6115	3466
2L	9787279	9790745	0	3466	3466
2L	9787285	9790745	0	3466	3460
2L	9790882	9791958	137	3460	1076
2L	9791961	9793107	3	1076	1146
2L	9793424	9886250	317	1146	92826
2L	9888098	9890119	1848	92826	2021
2L	9890885	9891336	766	2021	451
2L	9891255	9893433	0	451	2178
2L	9895281	9896104	1848	2178	823
2L	9896265	9897521	161	823	1256
2L	9897820	9903128	299	1256	5308
2L	9903379	9908633	251	5308	5254
2L	9908830	9912608	197	5254	3778
2L	9912911	9915044	303	3778	2133
2L	9915253	9917220	209	2133	1967
2L	9917221	9918176	1	1967	955
2L	9918618	9920120	442	955	1502
2L	9920160	9921459	40	1502	1299
2L	9921633	9922860	174	1299	1227
2L	9922737	9924865	0	1227	2128
2L	9925161	9930378	296	2128	5217
2L	9930580	9931131	202	5217	551
2L	9932272	9933151	1141	551	879
2L	9934767	9938134	1616	879	3367
2L	9938178	9938790	44	3367	612
2L	9938863	9941099	73	612	2236
2L	9940773	9947407	0	2236	6634
2L	9952428	9954180	5021	6634	1752
2L	9954449	9956176	269	1752	1727
2L	9956148	9957019	0	1727	871
2L	9957287	9960168	268	871	2881
2L	9959248	9963767	0	2881	4519
2L	9964147	9967455	380	4519	3308
2L	9967312	9968619	0	3308	1307
2L	9983671	9984743	15052	1307	1072
2L	9984634	9995538	0	1072	10904
2L	9995561	10002446	23	10904	6885
2L	9996932	10002736	0	6885	5804
2L	10003825	10008889	1089	5804	5064
2L	10009386	10013170	497	5064	3784
2L	10013271	10017463	101	3784	4192
2L	10026740	10029299	9277	4192	2559
2L	10032694	10038954	3395	2559	6260
2L	10049482	10050956	10528	6260	1474
2L	10054215	10055935	3259	1474	1720
2L	10056906	10060095	971	1720	3189
2L	10060871	10063925	776	3189	3054
2L	10064121	10180256	196	3054	116135
2L	10091208	10092389	0	116135	1181
2L	10094088	10125736	1699	1181	31648
2L	10122129	10122771	0	31648	642
2L	10144776	10156407	22005	642	11631
2L	10172702	10174090	16295	11631	1388
2L	10182557	10199112	8467	1388	16555
2L	10189820	10191496	0	16555	1676
2L	10199396	10200972	7900	1676	1576
2L	10201101	10202145	129	1576	1044
2L	10204757	10206961	2612	1044	2204
2L	10207085	10209737	124	2204	2652
2L	10209853	10210700	116	2652	847
2L	10211183	10213721	483	847	2538
2L	10213892	10220957	171	2538	7065
2L	10221353	10222503	396	7065	1150
2L	10222658	10224442	155	1150	1784
2L	10224664	10226808	222	1784	2144
2L	10227760	10231689	952	2144	3929
2L	10232493	10234450	804	3929	1957
2L	10234585	10238317	135	1957	3732
2L	10239341	10242172	1024	3732	2831
2L	10242512	10247078	340	2831	4566
2L	10247502	10250501	424	4566	2999
2L	10250737	10251714	236	2999	977
2L	10251843	10254686	129	977	2843
2L	10254610	10255891	0	2843	1281
2L	10256319	10261049	428	1281	4730
2L	10261795	10263554	746	4730	1759
2L	10264125	10265229	571	1759	1104
2L	10265336	10266570	107	1104	1234
2L	10266703	10268748	133	1234	2045
2L	10268872	10269904	124	2045	1032
2L	10270051	10271465	147	1032	1414
2L	10271443	10272324	0	1414	881
2L	10272325	10278811	1	881	6486
2L	10278951	10280872	140	6486	1921
2L	10281943	10292278	1071	1921	10335
2L	10292781	10295299	503	10335	2518
2L	10295856	10299827	557	2518	3971
2L	10300222	10301955	395	3971	1733
2L	10302592	10303945	637	1733	1353
2L	10304063	10306594	118	1353	2531
2L	10306922	10308045	328	2531	1123
2L	10308131	10310956	86	1123	2825
2L	10311050	10312099	94	2825	1049
2L	10312265	10314396	166	1049	2131
2L	10314792	10317569	396	2131	2777
2L	10317497	10323102	0	2777	5605
2L	10322476	10324990	0	5605	2514
2L	10325026	10327943	36	2514	2917
2L	10328200	10331116	257	2917	2916
2L	10331471	10333129	355	2916	1658
2L	10333734	10339185	605	1658	5451
2L	10339457	10341503	272	5451	2046
2L	10341616	10342523	113	2046	907
2L	10342594	10344223	71	907	1629
2L	10344442	10347706	219	1629	3264
2L	10347822	10353905	116	3264	6083
2L	10354743	10356597	838	6083	1854
2L	10356795	10358078	198	1854	1283
2L	10358134	10362707	56	1283	4573
2L	10362989	10364092	282	4573	1103
2L	10364471	10366410	379	1103	1939
2L	10366692	10367946	282	1939	1254
2L	10368025	10373900	79	1254	5875
2L	10376168	10379908	2268	5875	3740
2L	10380103	10382864	195	3740	2761
2L	10382263	10384723	0	2761	2460
2L	10384739	10386262	16	2460	1523
2L	10386662	10387652	400	1523	990
2L	10388105	10393228	453	990	5123
2L	10393847	10396275	619	5123	2428
2L	10396716	10403206	441	2428	6490
2L	10403197	10405203	0	6490	2006
2L	10403197	10405203	0	2006	2006
2L	10405565	10408197	362	2006	2632
2L	10408352	10410456	155	2632	2104
2L	10408352	10409610	0	2104	1258
2L	10410537	10413463	927	1258	2926
2L	10414017	10418991	554	2926	4974
2L	10419190	10420612	199	4974	1422
2L	10420625	10422780	13	1422	2155
2L	10423291	10425482	511	2155	2191
2L	10425483	10426627	1	2191	1144
2L	10426887	10428632	260	1144	1745
2L	10428829	10429988	197	1745	1159
2L	10429920	10430918	0	1159	998
2L	10431338	10433116	420	998	1778
2L	10432687	10435656	0	1778	2969
2L	10435995	10437316	339	2969	1321
2L	10437548	10439240	232	1321	1692
2L	10439440	10441047	200	1692	1607
2L	10442725	10450080	1678	1607	7355
2L	10450134	10452201	54	7355	2067
2L	10452677	10457241	476	2067	4564
2L	10457658	10462472	417	4564	4814
2L	10463340	10474349	868	4814	11009
2L	10477073	10482975	2724	11009	5902
2L	10483295	10485857	320	5902	2562
2L	10485538	10488622	0	2562	3084
2L	10488694	10490461	72	3084	1767
2L	10489900	10491429	0	1767	1529
2L	10491814	10506779	385	1529	14965
2L	10507081	10508032	302	14965	951
2L	10507859	10510453	0	951	2594
2L	10510672	10517218	219	2594	6546
2L	10517335	10519269	117	6546	1934
2L	10527572	10531778	8303	1934	4206
2L	10531821	10533647	43	4206	1826
2L	10534322	10536587	675	1826	2265
2L	10544883	10628054	8296	2265	83171
2L	10567255	10568012	0	83171	757
2L	10575860	10577792	7848	757	1932
2L	10580957	10581702	3165	1932	745
2L	10629352	10638471	47650	745	9119
2L	10639932	10643492	1461	9119	3560
2L	10643971	10645825	479	3560	1854
2L	10646415	10650152	590	1854	3737
2L	10651613	10654499	1461	3737	2886
2L	10662081	10671487	7582	2886	9406
2L	10677198	10679707	5711	9406	2509
2L	10681047	10681463	1340	2509	416
2L	10681902	10682528	439	416	626
2L	10683427	10684409	899	626	982
2L	10686124	10687066	1715	982	942
2L	10688734	10689271	1668	942	537
2L	10692940	10694103	3669	537	1163
2L	10695209	10698024	1106	1163	2815
2L	10699408	10701458	1384	2815	2050
2L	10702235	10706190	777	2050	3955
2L	10703621	10704935	0	3955	1314
2L	10724274	10728740	19339	1314	4466
2L	10728975	10730302	235	4466	1327
2L	10730255	10731356	0	1327	1101
2L	10731400	10732406	44	1101	1006
2L	10732749	10733307	343	1006	558
2L	10733293	10736077	0	558	2784
2L	10736319	10737576	242	2784	1257
2L	10737345	10740762	0	1257	3417
2L	10740786	10743934	24	3417	3148
2L	10744075	10756316	141	3148	12241
2L	10761116	10764971	4800	12241	3855
2L	10765010	10767939	39	3855	2929
